face_id,content,label
facebook_corpus_msr_917624,म ो द ी ज ी अब ऐस ा भ ी क ा न ु न कर सकत े ह ै|क ि गर ी ब और आम जनत ा व ो ट ह ी न ा कर े और व ो ट करन ा ह ै त ो म ो द ी क ो ह ी कर े नह ी त ो आम ल ो ग ो क ो क ा न पकडन े क ो कह सकत े ह ै र ा शन भ ी ब ं द कर सकत े ह ै अब सब सत ् त ा अक े ल े ह ी ह ा थम े ह ै आम ल ो ग कह ी न ा कह ी पर े श ा न ह ो न े च ा ह ि ए|भ ् रम ि ष ् ठ ह ो न े च ा ह ि ए|स ो चन े क े ल ि ए द ि म ा ग ह ी ब ं द ह ो न ा च ा ह ि ए|ए ै स ा ह ी क ा न ु न बन ा सकत े ह ै जनत ा ज ा ए भ ा डम े|ऐस ी ह ी स ो च ह ै म ो द ी ज ी क ी|बस ब ा क ी क ु छ नह ी,3
facebook_corpus_msr_359283,ज ु ब ा न द ी थ ी त ो ज ु ब ा न क ी क ी मत न ि भ ा ई सर म ु ं ड ा क े य े त ो म े र े ल ि ए गर ् व क ी ब ा त ह ै ।,1
facebook_corpus_msr_387241,is gadhe ke gand main itna bambu dalo sala marhi jaye,3
facebook_corpus_msr_365581,karat has apn bhahin la experience hai|bikul sahi send kar de hafiz la,3
facebook_corpus_msr_1480711,ravish jii aap ke kasbe mein sirf congressi rahte hai,2
facebook_corpus_msr_1724154,bole tw zeada kon log h india m deobndi or brelvi,1
facebook_corpus_msr_407033,iskee ma ki choot dalle ki bahan ka loda gandua sala madarchod kutte ka beej,3
facebook_corpus_msr_349738,to ab kan khol ki sun lo congresiyo|ka sena modi ji to bahut jald hi dekhane wala hai par tum congresiyo antakiyo ki marna par rona|or inko bachane ki liya rat ko supreme court jana|sarjikal staik ka sabut mangna|or antkiyo ki liya khulla supportr ban na or manisankar|degvijay or nirupam jaisa antaki supportro ka gala kab dabne ja raha ho pahala yeh desh ko batao,3
facebook_corpus_msr_731304,cingress me sab chaplus hai,3
facebook_corpus_msr_1724109,yahn pakistan m babri masjid ko shaeed ni kya jata,2
facebook_corpus_msr_1493790,ammi jaan ko bhej porki|unko khushi ka hissa bna lenge,3
facebook_corpus_msr_399529,hahahah|bewkoof india mei ghus k maara aur wo bhi chupke|haha|aur kashmir p already india ka kabja a|mere stupid bhaia,3
facebook_corpus_msr_348789,jab iska do|ki अल ् ल ा ह त ा ल ् ल ा ह क े फजल स े प ा क ि स ् त ा न ी ज े ल म े ं सज ़ ा क ा ट रह े आत ं क ी जक ी उर रहम ा न लखव ी क ी पत ् न ी प े ट स े ह ै|:winking_face: अल ् ल ा ह बड ा हल ा ल ु ह ै :face_with_tears_of_joy:,3
facebook_corpus_msr_495661,gold mila hota baki indians sab khane ke liye marte|:grinning_face:,2
facebook_corpus_msr_399408,o cow k peshan piny vali qom aram sy,3
facebook_corpus_msr_395394,aby india walo tum logo ko sharam bhi nahi aati jhot bolte howy bhi,2
facebook_corpus_msr_372305,स ो न ि य ा और पप ् प ू क े तलव े च ा ट च ा ट कर म ा नस ि क सन ् त ू लन ख ो ब ै ठ े ह ै यह ड ु गड ु ग ी म ि य ा ं । एक पगल े क े प ् रल ा प स े अध ि क क ु छ नह ी ं ह ै इस क े बय ा न ।,3
facebook_corpus_msr_1268623,barbad e gulistan karne ko ek hi ullu kafi tha ab haal e gulistan kya hoga har shaq par ullu baitha hai|in jaise logon ki wajh se hi aaj hmari yh halat h,3
facebook_corpus_msr_408875,karo dua ki phir se na kahi bhi koi kasab paida ho|mao ki kokh se bus bhagat|karkare|salaskar se aftab paida ho,1
facebook_corpus_msr_340757,chl be fake account jyada na bol himmat hi ni h ja na apne page me baar pta ehi hu pakistan k page ja ni h na to bna le tra desh kya ho rha h bhut acche se pta nikl lo and wit and watch india ku t krega zarur fir puchenge,3
facebook_corpus_msr_1805526,sir aap ko salute nehi ton apki vi halat kwjribal jeise hote,2
facebook_corpus_msr_395274,bh i k worldpowerful country jesa koi word ni hota tum pakistaniyon ko ek hi phrase aata h bolna our boys played well tong iske baad fatt jaati h tum logon ki saale pura india hi aa gya naa je uth k bomb aur missile ki bi jrurat bi ni pdegi thappad maar maar k hi hooron k paas bhej denge tumharko smjha chhake annoyed,3
facebook_corpus_msr_348781,yar tho tum muslim kon sa indea ka sat detha hai tum mullo ko tho bhut khuse hotha hai,2
facebook_corpus_msr_365318,bas time aa gaya hay sir,2
facebook_corpus_msr_382830,es chutiye ke liye bhi shabd kah do|bhala hoga tumhara,3
facebook_corpus_msr_866680,र ा ष ् ट ् र ी य प ा र ् ट ी क ा स ि मटत ा क ् ष े त ् र,2
facebook_corpus_msr_362471,hahahahahhaha hundustaniyo ye tum lugo k nasil k kuttay nhi hai|ye kashmir ka vedio nhi hai|tum endian apni gand dholo dal nikli hugey tumhari,3
facebook_corpus_msr_406877,pr b tren yatriyo ke liye to ticket ek yuddhya ho gya hai,2
facebook_corpus_msr_394986,स ि र ् फ वर ् ष तक भ ा रत क ो लग ा त ा र स ी जफ ा यर क ा औल ं घन करन ा च ा ह ि य े ब ि न ा र ु क े त ा बड़त ो ड ग ो ल ि य ा म ौ रट ा र श े ल ् ल फ ा यर करन े च ा ह ि य े यह ी प ा क क ा इल ा ज ह ै,2
facebook_corpus_msr_373534,य े भ ी ख ो ज क ा व ि षय ह ै|क ि म ो द ी ज ी क े क ौ न स े ऐस े क ा म ह ै ज ि नस े जनत ा ख ु श ह ो कर बम ् पर बह ु मत द े रह ी ह ै|क ् य ो ं क ि|न ा म ँ हग ा ई घट ी न ा क ि स ा न आत ् महत ् य ा र ु क ी न ा भ ृ ष ् ट ा च ा र कम ह ु आ न ा ग ु ं ड ा र ा ज खत ् म ह ु आ न ा न ो करश ा ह ी खत ् म ह ु ई न ा कश ् म ी र क े ह ा ल ा त बदल े बल ् क ि बद स े बत ् तर ह ु ए न ा प ा क ि स ् त ा न पर श ि क ं ज ा मजब ू त ह ु आ न ा च ी न न े आ ँ ख द ि ख ा न ी बन ् द क ी न ा आत ं कव ा द क ा ख ा त ् म ा ह ु आ न ा र ो जग ा र बढ ़ े न ा क ि स ा न ो ं क ो उनक ा समर ् थन म ू ल ् य म ि ल ा न ा गर ी ब ो क े ल ि ए कल ् य ा णक ा र ी य ो जन ा ए ं बन ी न ा क ा ल ा धन व ा पस आय ा न ा न ो टब ं द ी स े ल ो ग ो ं क ो फ ा यद ा ह ु आ न ा व ि द े श ी द ौ र ो ं स े ल ा भ म ि ल ा न ा क ा ं ग ् र े स क े द ा म ा द पर क ा र ् यव ा ह ी ह ु ई न ा g घ ो ट ा ल े क े द ो ष ी ज े ल गय े न ा क ो यल ा घ ो ट ा ल ा करन े व ा ल े ज े ल गय े न ा क ॉ मनव े ल ् थ ग े म क े ग ु न ा हग ा र ज े ल गय े न ा ग ं ग ा स ा फ ह ु ई न ा र े ल द ु र ् घटन ा य े र ु क ी न ा क ा ं ग ् र े स म ु क ् त भ ा रत ह ु आ बल ् क ि क ा ं ग ् र े स य ु क ् त ब ी ज े प ी ह ो गई न ा व ि जय म ा ल ् य ा क ो पकड ़ ा गय ा न ा ल ो कप ा ल क ो प ा स क ि य ा उल ् ट े rti क े अध ि क ा र क ा म क ि य े न ा श ि क ् ष ा क े क ् ष े त ् र म े ं क ो ई स ु ध ा र ह ु आ उल ् ट े बजट कम क ि य ा न ा स ् व ा थ ् य क े क ् ष े त ् र म े ं क ो ई स ु ध ा र क ि य ा न ा सरक ा र ी ह ॉ स ् प ि टल क ी स ् थत ि स ु धर ी न ा सबक ा स ा थ सबक ा व ि क ा स ह ु आ|||त ो क ् य ा बदल ा स ा ल म े ं ज ो जनत ा इतन ा ख ु श ह ै क ि हर च ु न ा व म े ं ब ी ज े प ी क ो बम ् पर बह ु मत म ि ल रह ा ह ै ं और भ ा रत म े ब ी ज े प ी एकछत ् र र ा ज क ी तरफ बढ ़ रह ी ह ै । ब ी ज े प ी स ि र ् फ ़ ह ि न ् द ू म ु स ् ल ि म क ो लड ा न े क ि र ा जन ी त ि कर रह ी ह ै व ो भ ी स ि र ् फ व ो ट ब ै ं क क े ल ि ए और सत ् त ा प ा न े क े ल ि ए । क ् य ा क ो ई ह ै ज ो इस पह े ल ी क ो समझ सक े आपक े जव ा ब क ा इ ं तज ा र ह ै|इस प ो स ् ट क ो द े खकर अब ब ी ज े प ी क े चमच ो ं क ी फट े ग ि और ऐ ब ौ खल ा क े अपन े म ा ब े हन और ब ा प क ा पर ि चय द े ं ग े|||||||धन ् यव ा द||जय ह ि ं द ।,2
facebook_corpus_msr_325586,hinduo ki soch cow talak namaz burkha me lage hue h inhe khud se jyada musalmano ki chinta ho rhi ye nhi dekhte army kaise gazar muli ki trh mar rhe h bs modi modi kra lo inse,3
facebook_corpus_msr_360701,koi barbartha kaise ho saktha hai|aur indian jawaano ke lash pakistan ke haath akhir laghe kaise,3
facebook_corpus_msr_2073767,lagi mulle ke pachhwade me mirchi,2
facebook_corpus_msr_323985,द ि ल ख ो लकर||और||ब ि न ा डर क े||ल ि खत े ह ै ँ फ े सब ु क प े सच ् च ा ई|अगर||ग ु मर ा ह करत े|त ो म ो द ी ज ी क ी जगह ह ो त े,2
facebook_corpus_msr_402538,is chutiye ko toap ke aagey baandh ke un ki taraf daago|suar jahan bhi jaata hain sabse pehle nanga kiya jaata hain phir iski talashi iske saare cheiko mein daal ke ki jaati hain|porkistan ki is najayaz aulad ko iski aukat dikhao|ye suar phir kabhi bakwaas nhi karega,3
facebook_corpus_msr_2111198,abe suar|abhi centre aur mp dono me bjp hai|agar vo chahte to yeh apne member ko bacha sakte the par inhone esa nahi kiya aur uss isi ke agent ko pakdaya|yehi saabit karta hai ki modiji kitne acche leader hai,1
facebook_corpus_msr_1090089,nhi us ka naam hoga bablu k maa ki suji hui fuddi,3
facebook_corpus_msr_1525397,bilkul sahi bole bhai,3
facebook_corpus_msr_1723578,agar is duniya azaan nahe hogi to subha he nii hogi azaan poore duniya mai ek second bhe nii band hoti hai of,2
facebook_corpus_msr_399194,kashmir mein bhi pakistanis disguise mein hotae h jo stones fektae h tum log he daangae karwa rae ho udr bhi ki kashmiris ki sympathy jeet logae well humari|population jyada h|defend karte rehagae|aur humare kitnae soilders martae h kashmir mein,2
facebook_corpus_msr_1420070,क े ं द ् र म े ं सरक ा र बदलत े ह ी स ु रक ् ष ा क े सर ो क ा र भ ी बदल गए । कई प ु र ा न े न े त ा ओ ं स े स ु रक ् ष ा व ा पस ल ी ज ा रह ी ह ै । द े ख े ं क ि न न े त ा ओ ं स े व ा पस ल ी गई स ु रक ् ष ा|http khabar|ndtv|com video show news|khabarfb,3
facebook_corpus_msr_1646807,news main rhane ka accha mauka hai desh aur army army aur bharat mata,1
facebook_corpus_msr_492,av unki sarkar h agar isliye bus ninda hi kar sakte h,3
facebook_corpus_msr_346559,एक आदम ी क ी क ा र प ा र ् क ि ं ग स े च ो र ी ह ो गय ी । द ो द ि न ब ा द द े ख ा त ो क ा र व ा पस उस ी जगह प ा र ् क ि ं ग म े ं ह ी खड ़ ी थ ी । अ ं दर एक ल ि फ ा फ ा थ ा उसम े एक म ा फ ी न ा म ा थ ा|* म ा ँ क ी तब ि यत अच ा नक ब ि गड ़ ज ा न े स े र ा त ो ं र ा त बड ़ े अस ् पत ा ल ल े कर ज ा न ा आवश ् यक थ ा । * * ल े क ि न इतन ी र ा त म े ं और छ ु ट ् ट ि य ो ं क े स ी जन म े ं ग ा ड ी म ि ल ी नह ी ं इस ी वजह स े आपक ी ग ा ड ़ ी क ो उपय ो ग म े ं ल े न ा पड ़ ा । * * आपक ो तकल ी फ द े न े क े ल ि य े ख े द ह ै|ग ा ड ी म े ं ज ि तन ा प े ट ् र ो ल थ ा उतन ा ह ी ह ै । उसक ा ल ा क भ ी ठ ी क कर ा द ि य ा ह ै * * आपक ो ग ा ड ़ ी क ी मदद क े एवज म े ं कल र ा त ब ा ह ु बल ी स ि न े म ा क ी ट ि क े ट ् स आपक े पर ि व ा र क े ल ि ए क ा र म े ं रख े ं ह ै ं । * * म ु झ े बड ़ े द ि ल क े स ा थ म ा फ ़ कर ि य े य े व ि नत ी ह ै आपस े|* च ि ट ् ठ ी म े ं स ् ट ो र ी ओर ि ज ि नल लगन े स े और ग ा ड ़ ी ज ै स ी क ी त ै स ी व ा पस सह ी सल ा मत म ि लन े स े पर ि व ा र श ा ं त ह ो गय ा और द ू सर े द ि न ब ा ह ु बल ी द े खन े चल ा गय ा पर ि जन और एक म ि त ् र|आख ि र ल ा ख क ी ग ा ड़ ी व ा पस ज ो म ि ल गय ी थ ी फ ि ल ् म द े खकर र ा त क ो व ा पस ल ौ ट ा त ो घर क ा दरव ा ज ा ट ू ट ा ह ु आ थ ा । अ ं दर ज ा कर द े ख ा त ो सब क ी मत ी स ा म ा न ग ा यब थ ा । कर ी ब ल ा ख क ी च ो र ी ह ो गय ी थ ी ब ा हर ट े बल पर एक ल ि फ ा फ ा थ ा|ज ि सम े ल ि ख ा थ ा|* “ अब पत ा चल ा क ि कटप ् प ा न े ब ा ह ु बल ी क ो क ् य ो ं म ा र ा|” *,1
facebook_corpus_msr_402617,ajam khan ke jaisa ek illiterate indian bhi aisi murkhatapurn baat nahin kar sakata hai,3
facebook_corpus_msr_403969,hahhaa bhosdi k me lahore me tiranga flag fahra diya tha hmne|asal uttar yad h :face_with_tears_of_joy: me pakistani soldiers ki gaand mari thi hizda army :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:,3
facebook_corpus_msr_383173,are midiya balo ab tumara sher kya gidad ban gaya chunao ke samy to sher ban jate ho ye bhi dikhao ye bhi modi ji ki hi lahr he hamara desh jabse aajad hua aj tak nhi mare jitne in tin salo me mare gaye,2
facebook_corpus_msr_399000,congress to thik hai lekin vampanthi party me rashtravadi|asambhav,2
facebook_corpus_msr_340892,sale ananswami tarkfate or bhi he jo pak anahi nahi chate bhikh msngo,2
facebook_corpus_msr_447996,श ा मल ी म ो द ी ज ी इ ं टरन े ट म े ं म ो द ी ज ी आप यह श ि क ा यत क ी क ि स तरह स े इल े क ् ट ् र ॉ न ि क म ो ब ा इल स े ट ् र ा ं स े क ् शन क ि य ा ज ा त ा ह ै ल े सन ह ो न ा च ा ह ि ए,1
facebook_corpus_msr_365576,kahe re tor bhahin ke akhilesh aur prajapati let rahin ka|apn dekha le tor maa|bhahan kaha kaha marattha hai,3
facebook_corpus_msr_2082708,ye hain achche din,2
facebook_corpus_msr_397839,hahahahaha aap k jawan serf marny k lie hai pak army k hato,3
facebook_corpus_msr_398391,is|kutta|ko|jabar jadti|bandh|ke|sainiko|ke sath|bhejo|seema|pe|sala sarkari|paiso|ko|chori|kiya|nikal ab|jai|hind,3
facebook_corpus_msr_708846,द ु न ि य ा क े सबस े म ो ट े शख ् ‍ स क ी ग ै स ् ट ् र ि क सर ् जर ी क ी त ै य ा र ी प ू र ी ह ो च ु क ी ह ै|म ी ड ि य ा र ि प ो र ् ट ो ं क े अन ु स ा र|म ै क ् स ि क ो क े ड ॉ क ् ‍ टर ो ं न े इस सर ् जर ी क े ल ि ए त ा र ी ख तय कर द ी ह ै|सम ा च ा र एज े ं स ी ज ि न ् ‍ ह ु आ … juan pedro franco,1
facebook_corpus_msr_401479,उन ल ो ग ो ं क ो शर ् म आन ी च ा ह ि ए ज ो अपन ी ज ी त क ा जश ् न मन ा रह े । उनक े द ु ख द े ख ो ज ि नक े अपन े व ी र सप ू त प ु त ् र अपन ी धरत ी क े ल ि ए शह ी द ह ु ए ह ै ं|jai hind,1
facebook_corpus_msr_403941,tm log sirf movies mn dialoge mar skty ho real mn giddar ho|kargil mn mn mn tmari oqat tmn yad dilai thi|tm bht bolty ho k hm bara mulk hn himmat ha tu border pe aao na khushboo lga kr saly dall khor log ho tm pahly apni army ka khana du aur apny garoon mn washroom bnao phir pakistan se fight krna,2
facebook_corpus_msr_373522,madi ji jumla bazi ki naotanki band kro desh par dhayan do|janta aisa talaq de gee ki halala bhi nahi kar sako ge,2
facebook_corpus_msr_407758,:hot_springs: :hot_springs: :hot_springs: :hot_springs: :hot_springs: :hot_springs: :hot_springs: :hot_springs: :hot_springs: :hot_springs: अ ं जन ा ज ी और ब े ट ी श ् व े त ा स ि ं ह|आपक ो नह ी ं लगत ा|क ि द े श म े ं|प ू न ् य प ् रस ू न व ा जप े य ी और क े जर ी व ा ल क ी स ् थ ि त ि|एक ज ै स ी ह ो गई ह ै|:hot_springs: :hot_springs: :hot_springs: :hot_springs: :hot_springs: :hot_springs: :hot_springs: :hot_springs: :hot_springs: :hot_springs:,2
facebook_corpus_msr_365579,teri sister ko pel kr pakistan mai bhej dunga,3
facebook_corpus_msr_1945557,ab ye kaun h,1
facebook_corpus_msr_2032228,javaid ahmad khan abhi to bus pellet guns se tumhari fati hai|ak se goli chalne pe pata nahi kya karoge|itni garmi hai to jake pakistan pe bus jao aur wahin pe apni roji roti kamao|india me apni maa chuda raha hai behanchod,3
facebook_corpus_msr_337341,tab anna desh ka pahla cm hoga jo lete lete kaam karega,1
facebook_corpus_msr_373319,म ो द ी ज ी ल ा ल बत ् त ी हटन े भर स े क ा म नह ी चलन े व ा ल ा जब सरक ा र ी कर ् मच ा र ि य ो ं क ा प े ं शन ब ं द त ो व ि ध ा यक ो ं और स ा सद ो ं क ा भ ी प े न ् शन और अन ् य फ ि ज ू ल खरच े ब ं द ह ो न ा च ा ह ि ए ।,1
facebook_corpus_msr_654864,koi bada businessman government ka supporter hoga|woh uska shoe brand ka business chalaigi|very simple,2
facebook_corpus_msr_1906921,us waqt tum kya soye huye the jab malda me muslim logo ne hindu k gharo ko funk diye tha,3
facebook_corpus_msr_1818430,anirban kundu durr ho bokchod,3
facebook_corpus_msr_1360464,ab hume yeah samajh nahi araha ke amit sha bade mujrim hai ya lalu parsad yadav amit ke upar qatl ka arop hai aur lalu ke upar cruption ka koi tu batao in dono me bada apradhi kaun hai,3
facebook_corpus_msr_349854,aaj mujhe modi aur raaj naath pe bahut gussa aa raha hai|hamare senana ka sar kaat kar le gaye|dogle pakistani|aur hamare desh ke neta|sirf subah shaam ninda kar rahe|asp neta log sae kuchh nahi hota hai to|hum sare hindustaniyo ko hi chhoot dede raajnaath ji|saale pakistaniyon ke ghuske maarenge|saale pakistaniyon|ko bradaast ki had hoti hai modi ji|incha ka seena sirf hum hindustaniyo ko bewakuf bnane ke liye hi dikhaya hai modi|jay hin jay bharat,3
facebook_corpus_msr_337386,jab jahaj samundar mein thoda dagmagataa hai to sabse pahle usme se choohe nikal kar baagte hai|biswaas jee ye party ko mazboot karne ka time hai uskee jadhe katne ka nahi|shame,2
facebook_corpus_msr_2117669,ज ि स क े सर क ी क ी मत दस प ै स े भ ी नह ी ं उस पर दस ल ा ख लग ा द ि ए|tarek fatah k naam love jihad india जब प ा क ि स ् त ा न ी क ु त ् त े क ी म ौ त आत ी ह ै त ो ह ि ं द ु स ् त ा न क ी तरफ भ ा गत ा ह ै सर ् ज ि कल स ् ट ् र ा इक म े ं य े क ु त ् त ा क ै स े बच न ि कल ा य ा र ो,2
facebook_corpus_msr_1946995,yogi to puja chod cm bn gya ab aap bi politicians ki languages bol rhe ho,2
facebook_corpus_msr_373077,हम ा र े ग ृ ह म ं त ् र ा लय क ी तरफ स े इसक ी कड़ ी न ि ं द ा क ी ज ा य े ग ी,2
facebook_corpus_msr_470796,apni siyasat chamkany k lie apni borhi maa ko takleef de rahah h|jahil mudi,2
facebook_corpus_msr_409462,kya milta in desh bhakton ko|ek phulon ki haar woh bhi kisi sherni maa se nehin|ek lootere criminal mantri se|kitne subhash aur kitne bhagat sing ta abhi bhi galiwon mein kuda dan ke sath apne feeling share karte hein|hum jeise so called civilised|ek haar ki alaba aur kuchh bhi nehin desakte hein,2
facebook_corpus_msr_956303,ab teen din jo bacha hai sansad ka bjp wale khud hangama karke sansad chalne nhi denge aur pm ko bolne se bachaya ja sakta hai qki bjp ko mudda mil gaya hai aaj tak ke sting ka pr qya bjp aur cong k netaon ka b sting kiya gaya hai kale dhan ko badalwane ka,3
facebook_corpus_msr_350267,ज ो क ा म आपन े स ा ल म े ं नह ी क ि य ा ओ क ा म इ ं च स ि न े न े स ा ल म े ं कर द ि ख ा य ा,2
facebook_corpus_msr_367556,bas sattar sal sattar sal ka nara lagao aur khud ko aur desh ko chutia banao abe zara bhi sharam hai to dub mar,3
facebook_corpus_msr_2179422,jayanti chander miti shrivastava ye to kar hi sakte hain tong,1
facebook_corpus_msr_1155493,ilaz|kiska|,1
facebook_corpus_msr_387492,modi ji ko chahiye ki pakistan ke upr anubomb dal de taki ye roz roz ki khitpit dur ho jaye,2
facebook_corpus_msr_334234,hatyare sja mile chahe wo koi v lekin aisa nahi hoga kyoki wo to bjp ka mla h uske liye sb maf h,2
facebook_corpus_msr_425814,oo la la la le lo|oo la la la la mooh mein lo,3
facebook_corpus_msr_398331,:soccer_ball: :soccer_ball: :soccer_ball: :soccer_ball: :soccer_ball: :soccer_ball: :soccer_ball: :soccer_ball: :soccer_ball: :soccer_ball: जन ा ब श ् र ी अर ु ण प ू र ी स ा हब|प ू न ् य प ् रस ू न व ा जप े य ी न ा म क ा|एकम ा त ् र जहर ी ल ा मगरमच ् छ|आपक े आजतक क े प ू र े पर ि व ा रर ु प ी त ा ल ा ब क ो ग ं द ा कर रह ा ह ै|न ि क ा ल ब ा हर कर ो इस मनह ू स क ो अर ु ण ज ी|वरन ा य े प ू र े त ा ल ा ब क ो ग ं द ा कर द े ग ा|:soccer_ball: :soccer_ball: :soccer_ball: :soccer_ball: :soccer_ball: :soccer_ball: :soccer_ball: :soccer_ball: :soccer_ball: :soccer_ball:,3
facebook_corpus_msr_1453938,media mai koi hindu ki oulad nahi hai kya jo tum log hinduo ki burai karte|rahte ho|tum log itne kamjo ho|gaye|jitna ki koi bhikhari bhi kamjor nahi hota agar tum jab hinduo par pakistan mai ho rahe atyachar ko kyo nahi batate mulle media wale,3
facebook_corpus_msr_2082646,me inhi achche dino k liye saalo se marr raha tha,3
facebook_corpus_msr_1731649,aapko to satta ka durupyog kya hota hai malum hi nahi,3
facebook_corpus_msr_233972,desh k tukadey kar k raj karna chatey hai to kya hoga|vidarbha bhi alag chatey hai leadero ko sharam ani chaiya,1
facebook_corpus_msr_1414915,स ा उथ स ि ट ी ग ु ड ़ ग ा ं व क ा आर ् क े ड ि य ा क ॉ म ् प ् ल े क ् स बम क ी स ू चन ा क े ब ा द ख ा ल ी कर ा य ा गय ा|ज ा ं च क े ब ा द बम क ी स ू चन ा गलत न ि कल ी,1
facebook_corpus_msr_360546,hmare sainik mrr rhe h or hm sirf post tbah kr rhe h,2
facebook_corpus_msr_1400950,ग ै मल ि न न ि य ु क ् त ि म ा मल े म े ं क े जर ी व ा ल क ो म ि ल ा क ा ं ग ् र े स और स ी प ी एम क ा स ा थ । पढ ़ े ं खबर|http goo|gl dd xsi,1
facebook_corpus_msr_374305,india ne bar surgical strike kiya pakistan to hamesa karta hai aakhir kya ho gaya hai hamare desh ke sena ko isse aachha hai sare sena apne apne ghar chale jaye kam se kam apke ghar ke log khus rahege kyoki aapke marne ke bad koi aapka kami pura nahi karega is desh ke sare ke sare neta gaddar hai kuchh nahi hoga is desh ka,2
facebook_corpus_msr_383391,अब म ो द ी और र ा जन ा थ क ो भ ो कन ा ब ं द कर न ी द स े ज ा गन ा ह ी ह ो ग ा ् नह ी त ो द े श कभ ी म ा फ नह ी कर े ग ा ।,3
facebook_corpus_msr_1467344,sare jahan se acha hindusta hamara,1
facebook_corpus_msr_1947071,chutya nndn|bo hindu h|apne acc kaam krega,3
facebook_corpus_msr_1423669,pappu gandhi,2
facebook_corpus_msr_348908,प ् र े म व ि व ा ह मनच ा ह ा प ् य ा र क ा म क ा र ो ब ा र पत ि पत ् न ी म े ं अनबन लव म ै र ि ज|वश ी करण|स ौ तन द ु श ् मन छ ु टक ा र ा|पत ि पत ् न ी अनबन ग ृ हक ् ल े श|कर ् ज ा म ु क ् त ि||न ि ः स ं त ा न|एक ब ा र फ़ ो न जर ू र कर call now,1
facebook_corpus_msr_453053,mar jao salo bike lunch k naam pe ghor attaychar chalu hai yaha pe,3
facebook_corpus_msr_367499,उन हर ा मख ो र न े त ा क ो पहल े म ा र ो ज ो प े ल े टगन क ा व ि र ो ध करत ा ह ै,2
facebook_corpus_msr_1737166,ब े शर ् म ो ं व ो व ि ड ि य ो सबक े ब ा र े म े ं ह ै ं ।,3
