face_id,content,label
facebook_corpus_msr_334884,hell with bjp|all political parties are corrupt and i do not like anyone|they are there to only make money whomsoever you may vote|but supporting naxalites who kill our soldiers|taking side of jnu students who shout bharat ke tukde katenge and afzhal guru tere katil jinda hai and very recent there is nothing wrong in chanting pakistan zhindabad are all attributed to this man|hence he is decidedly antinational,2
facebook_corpus_msr_2081761,it was mobbing the poor girl|instead of helping her|jump into conclusions|impulsive,3
facebook_corpus_msr_456244,oh|i get it|he s saying screw you bajaj|for making me do this,3
facebook_corpus_msr_2127025,udhav has shown bjp its place|bravo shivsena,2
facebook_corpus_msr_326806,unebeivable atory|some time back india was wrongly claiming surgical strikes in pakistan and now claiming surgicam strike by pakistan|wrong again,2
facebook_corpus_msr_470955,please advice about bank nifty how the npa will benefit for psu banks,1
facebook_corpus_msr_443467,plz share ur view on astec life|bought at,1
facebook_corpus_msr_325898,we should use offensive defensive strategy doctrine|learn lessons from israel|and give free hand to security forces and covert missions inside pak to bleed pakistan,1
facebook_corpus_msr_335002,tollywood parbhas die heart fans where is parbhas acting in bahubali :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: bahubali it s graphics cartoon movie do not compare indian cinema bollywood movies khan acting aamir|salman shahrukh acting,2
facebook_corpus_msr_327805,shame shame then these lowly so called educated civilised popation of pakistan claim pakistani army to be professional soldiers|they true are professionals but are professional terrorists|certainly not soldiers|not only india indians but the global world is now understanding recognising them as professional terrorists,3
facebook_corpus_msr_325748,india must prevent pak soldiers to cross loc and their coming into india stealthily at all cost|for that purpose we should use bullets liberally|at the same time|india should also slap a trade embargo on pakistan|and urge and convince the us and other powerful nations to introduce economic sanctions against pakistan for an indefinite period|then only this terrorist state would be brought down to its knees,1
facebook_corpus_msr_325406,haram pig pig scavengers scavengers eat dead harm dead mutilation mutilation pakistan pakistan pig,3
facebook_corpus_msr_497389,on the other hand reliance jio is giving for k months subscription to unlimited calling std|roaming|unlimited g this means actual g speed|oh and wait|they extended this plan from months to for the early customers|airtel has got to lower their g g rates|for just gb internet|sad,1
facebook_corpus_msr_443134,mistry has to substantiate wrong doing by tata sons tata counsel,1
facebook_corpus_msr_484280,what is the view on suzlon energy in view of the purchase by canadian solar,1
facebook_corpus_msr_394729,baba always wants to encash the emmotional atmosphere hes lost his sheen drastically dramatically,1
facebook_corpus_msr_328128,people will be happy if they have at km,2
facebook_corpus_msr_2115215,please do not lose the series|it ll be shameful to lose against this australian team at home,1
facebook_corpus_msr_1945575,well said,1
facebook_corpus_msr_426286,india has become a leading country in mobile data usage mukesh ambani,1
facebook_corpus_msr_2041603,agreed,1
facebook_corpus_msr_405622,where is intolerance indian groups|where is all|khan|amir khan muslim|on talking every thinks,3
facebook_corpus_msr_1723900,tweet or hate,2
facebook_corpus_msr_1945453,indian express found shirish kunder more acknowledgeable personality for front page news this is where standard of indian express gone down oh i forgot wife of sitaram yachur is resident editor of indian express then it is ok,2
facebook_corpus_msr_1561701,entertainment karan johar might have justin bieber to kick off the sixth season of koffee with karan,2
facebook_corpus_msr_2260838,but that s hypothetical|bjp will never win,2
facebook_corpus_msr_1804793,mohit soni this is reality bro please read carefully,1
facebook_corpus_msr_495526,lakh to both unbiased approach regardless of rank of medal :thumbs_up: :thumbs_up:|proud to be a footballer :neutral_face:,1
facebook_corpus_msr_397897,pakisthan has got no guts to admit any thing true|liars,3
facebook_corpus_msr_1521636,i am not a salman fan mate but i think you are a fan of zee news nano chit in notes and lets not talk about intellect here coz people who have low intellect judge people based on their choices,2
facebook_corpus_msr_482473,majority of kashmiris are pro india but are unable to assert effectively in order to bring normalcy in kashmir hence on invitation i will be going to kashmir where with all the pro india kashmiris we through political movement will try to bring normalcy in kashmir and also to solve kashmir problem as mentioned at http aapress|com ethnicity indian another opportunity to solve kashmir problem or http i|alwihdainfo|com another opportunity to solve kashmir problem a|html or http i|pakistanchristianpost|com letterdetails|php|letterid or https groups|yahoo|com neo groups kashmir global network conversations messages regards email hemraj jain|com,1
facebook_corpus_msr_1833357,but lynching was never a part of the freedom struggle but how can the chaddis who were always chamchas of the british know that,2
facebook_corpus_msr_1724259,sham on you,3
facebook_corpus_msr_326860,dear india|stop playing with the emotions of your people for votes,2
facebook_corpus_msr_334498,why do not you compare the five worst riots post independence and let us know where he faltered more than the congress cms of the other riot hit states,1
facebook_corpus_msr_322442,i remember japanese fan doing that during last fifa world cup|now am wondering if mizo s are decedent s of japanese during world war ii in famous battle of kohima between britishers and japs :squinting_face_with_tongue: :squinting_face_with_tongue: :squinting_face_with_tongue: p|s|pun intended,1
facebook_corpus_msr_502844,when is work on nh getting completed|particluarly hero honda chowk,1
facebook_corpus_msr_1805313,anna hazare is agent,2
facebook_corpus_msr_329986,ask the khans to do it|any ways they kill them when drunk|and then start with being human,2
facebook_corpus_msr_330974,you can be sure that the gunman was a white american christian and not a muslim|otherwise the headline would read muslim and not beer drinking as the first word|there would be more calls for trump s muslim ban|which the world s laughing stock has failed to implement but will the great orange one now call for a beer drinking ban,2
facebook_corpus_msr_443958,if you cannot do any good for your country at least support those who are trying to do something better for country|today whole world recognise india just because of modi,2
facebook_corpus_msr_1521855,and these are the people promising not banning beef in the north east|hypocrisy at its best,3
facebook_corpus_msr_1945493,you should not take this guy seriously|after all his only contribution is producing three children,3
facebook_corpus_msr_444166,all indian muslims are anti indians just they are waiting to become how soon they will become majority people and grab india|and always their heart sympathy with pakistan and out side they shows they love india|all farce,3
facebook_corpus_msr_1853672,what the hell is happening :thinking_face:,3
facebook_corpus_msr_2073039,man what s with you people copy pasting the same comment everywhere|do not you all get tired,2
facebook_corpus_msr_461576,amma will always remain in our hearts may her noble soul rest in peace,1
facebook_corpus_msr_1455347,i like,1
facebook_corpus_msr_2020815,as per zee news for seats for bjp in up|total constituency is|two seats given by zee news on free of cost,2
facebook_corpus_msr_327859,irony is your display picture at one end you are happy seeing some one innocent dying and at other end you are praying to not kill an innocent,2
facebook_corpus_msr_470839,what about tata motors|has there been over reaction|what s your view,1
facebook_corpus_msr_397732,you army entered like thief s in our territory|your army men are cowards|india did surgical strikes and informed informed your army,3
facebook_corpus_msr_221647,no one can defeat modi now bihari people might be saddened they dint elect bjp jdu a burden for them,2
facebook_corpus_msr_457396,anuj and porinju of the view that markets will make a new high before the budget,1
facebook_corpus_msr_2111306,so called seculars ruled nation for yrs and they did not even banned rss|lol,3
facebook_corpus_msr_2032108,salute you my friend,3
facebook_corpus_msr_1805515,this puppet came out for mcd election chutiya,2
facebook_corpus_msr_1614499,they r getting benefits as those areas r not getting used that s why s|start ing roads will make them weak,2
facebook_corpus_msr_322423,r u guys from dis university|gaurav seth pj anshu mishra shubham singh,1
facebook_corpus_msr_2115208,it s alright|we lost a match not the series|losing winning is part of the game you can not always win every game|you win some|you lose some,1
facebook_corpus_msr_329013,so they fired across the border then went in to mutilate the corpses|sorry i do not buy this at all,2
facebook_corpus_msr_487733,do you see nifty hitting all time highs within this expiry,1
facebook_corpus_msr_1762565,yes sir|that|of course will happen|when cow become president|pm|cm|mp|mla and human loiter on road foraging for food|dying after swallowing plastic,2
facebook_corpus_msr_394667,let us accept the fact that we have a mini pakistan here many pro pakistani anti national elements exists within the country|which are being funded by enemy countries to weaken the integrity|peace security of the nation by the help of few heavyweight traitors in politics|be it in north east|kashmir or hyderabad as long as a large section of fringe elements for their short term political or monetary gains prefer to destabilize the economy or national integrity following the support of external forces|resolving the issue of pakistan or china will be a distant dream for mr modi his associates|unless the rotten fishes are taken out from the pond we cannot expect a clean system,1
facebook_corpus_msr_1610605,winning elections is not important but living upto expectations of citizens|these days people blindly vote for religion not development frankly speaking we need activists of all like minded people who want to experience unbiased development these group of activist should keep a legal check on politicians|beurocrats to see they are functioning properly and not squandering public money|this is only way to save our country from religion based and corrupt politicians,3
facebook_corpus_msr_1723302,guess what|all this happens daily right,3
facebook_corpus_msr_1775238,congratulations,1
facebook_corpus_msr_1804874,or lakh|in the end|truth prevails and the truth is that kejriwal delivers|period,1
facebook_corpus_msr_1403043,true|any good work is opposed by group of vested interest|in fact our political parties often support such elements in search of vote banks|aggressive media activism is also absent|hi,2
facebook_corpus_msr_490983,would like to know on welspun india|rec|wockhardt|gati|and metalyst,1
facebook_corpus_msr_2018502,true,2
facebook_corpus_msr_401411,guys|how long we bear this nussiance|are we so weak that we cannot give a befitting reply|:pouting_face: :pouting_face: :pouting_face: :pouting_face:,1
facebook_corpus_msr_1735840,however|reservation is not poverty alleviation scheme|it is there for only those social groups|historically who has been exploited|marginalized|rendered weaker|muslims wanted window within obcs|supreme court says|you can create subwindow within obcs|without breaching barrier|but not on the basis of religion,2
facebook_corpus_msr_480888,jokes are made very seriously|this is indian way of doing business fear of uncertainty,1
facebook_corpus_msr_2081757,i am for freedom of speech but against the lampooning freedom of speech of another young person,2
facebook_corpus_msr_1493902,if they not then their image will be further deteriorated,3
facebook_corpus_msr_483459,we will see a new battle btwn tata sons and shapoorjees,1
facebook_corpus_msr_1818436,mens blame|daily soaps for women s|mental violence against men,1
facebook_corpus_msr_334831,and there was a time when we had congress both at the state and at the centre|years in assam and years at the centre|and most importantly a pm nominated from assam,1
facebook_corpus_msr_1897089,he should be payed by police who kept the money with them|or as promised rbi,2
facebook_corpus_msr_332833,yes|antonio|for us|god is within us|so everything everyone is a manifestation of god to the followers of the sanatana dharma,1
facebook_corpus_msr_332262,our president has no history like modi who kills thousand muslims in gujrat,3
facebook_corpus_msr_1805654,mouni baba open mouth,2
facebook_corpus_msr_1804975,anna|unfortunately|has lost all credibility|he has conveniently forgotten the lokpal bill|he is saffron under the skin|kejriwal on the other hand transformed the face of indian politics|the major parties have quietly adopted everything he stood for,2
facebook_corpus_msr_1723335,|rule says that loudspeakers should not be used between and|if muslims have the right to give azaan|non muslims have the right to sleep peacefully|high court verdict,2
facebook_corpus_msr_329063,if india can fire on innocent civilians then mutilating their soldiers is fully justified,3
facebook_corpus_msr_402523,mohammad usman|get out from my country|partition was based on two nations theory|so all muslims should have gone to pakistan,3
facebook_corpus_msr_492174,i wanna meet the girl who said the iphone is user friendly,2
facebook_corpus_msr_483354,but it s a big decision and tata need to clear the air,1
facebook_corpus_msr_423044,hello anuj sir your views on just dial after this rally will this continue or profit booking,1
facebook_corpus_msr_2035898,you are the best of all|:revolving_hearts: our cutiepie|all the best :smiling_face_with_smiling_eyes: for your film :movie_camera: phillauri|:two_hearts:,1
facebook_corpus_msr_470956,please advice about bank nifty how the npa will benefit for psu banks,1
facebook_corpus_msr_397451,that will soon happen when china will be depend on pakistan|supporting pakistan means end of humanity,3
facebook_corpus_msr_323706,hope u get well soon|my wishes for u|i got it there s no point wasting my time to make u understand anything|all the best buddy,2
facebook_corpus_msr_473742,correption made essy becouse rs note are big amount as compaire to rs and rs,1
facebook_corpus_msr_2111406,please leave this secular stands|do something good to society,1
facebook_corpus_msr_407584,in mumbai too many top politician will pray for his health,1
facebook_corpus_msr_1679259,then what happens in pantry coach dedicated for catering in every express|do we really get food|meal from the picture above when we travel by indian railways|if yes then please let us know the name of the express|the fact is the railway passengers get pathetic food served in indian railways,3
facebook_corpus_msr_446433,there are many people who are dumb enuf to undrstand dese things,2
facebook_corpus_msr_1804942,bhaiya sabse pahle ye hai kon|mahangaayi badhi to banwaas pr gaye hue the|note ban pr ese ghayab hue jaise gadhe k sir se seeng|patrol and eatables price hike pr to ye mr india ban gaye the k kahin dikhe hi nahi|or ab aagaye neend se jaag kar k chalo thoda publicity b lelun,2
facebook_corpus_msr_422044,congratulations bmp modiji|please do something to develop india|except good speeches,2
facebook_corpus_msr_329970,obviously have not read about turning the other cheek|funny kind of christian fellow,2
facebook_corpus_msr_1956946,modi ji s elevation too was so ominous that some sickulars and antidemocratic individuals declared that they would leave the country if he becomes pm|same black forces are now chanting the same mantras oblivious of the fact that this is st century and people can differentiate between chalk and cheese,2
facebook_corpus_msr_1922865,nda rules party :party_popper: good governance :squinting_face_with_tongue: :squinting_face_with_tongue:,2
facebook_corpus_msr_325339,what has bjp done in last yr in mcd|stop barking|do work now,3
facebook_corpus_msr_457196,thanks for acknowledging|i am a chelsea fan though so i am happier than you too|happy,1
facebook_corpus_msr_2018698,bhai this is not mainstream|even mira rajput said third wave feminism is destructive|and yes|mainstream feminists are indeed bullies|they keep on rioting and creating ruckus|they hate free speech|they conceal facts|they project lies etc i have evidence for all of it|so please counter my perspective and not my facts,2
facebook_corpus_msr_1956229,these were happening ×|but the administration was always in sleeping mode,2
facebook_corpus_msr_432276,pm is lair means den u lair nd u praying god also lai,1
facebook_corpus_msr_2018619,she has been so priveleged all her life|but we have to work to meet our ends|we do not get to make our choices,2
facebook_corpus_msr_425103,please comment on rain industry regarding today stellar result,1
facebook_corpus_msr_455612,royal enfield is icon|its not possible to shake image,1
facebook_corpus_msr_503326,bank of england is ready to infuse of additional funds into the economy to help it tide over the economic crisis likely to be caused by brexit,1
facebook_corpus_msr_331191,so called gau rakshaks|claim that they r protecting :cow: in d mother gaumata|and dese gundaz sell der mother in d market|export der mother to the other countries|when shes of no use for them|shame on dese bhakts,1
facebook_corpus_msr_1724078,communal feelings on peak in so called multicultural country,3
facebook_corpus_msr_731282,pappu is on leave till next election laugh,3
facebook_corpus_msr_1979691,dear indian express|i feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines|the news about upcoming singer nahid afreen has been prepared without proper research and investigation|it was very sad to see that your journalists do not even know the difference between fatwa and appeal|a fatwa is a non binding legal opinion issued only by a qualified jurist mufti on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as fatwa is just a hard copy of an appeal signed by men who believe in religious practices|the merit of appeal can be discussed on many grounds and in many dimensions but first and foremost|an appeal can not be called a legal opinion fatwa|we expect apology from your side for such a mistake,2
facebook_corpus_msr_441682,sharukh travels in a broad gauge|steam engine reporter can stop whistling for every steam during the news,2
facebook_corpus_msr_1804796,agreed,1
facebook_corpus_msr_1493903,heheheh how can you suppose that they care about their image|they pakistani are heading toward to sell whole nation to china in the name of cpec,3
facebook_corpus_msr_1563601,matt ellis i would not believe a thing israel says|as israel lies like its sugar daddy america|it too claims to be a country that cares but when you look behind the curtain there is nothing but lies|hatred toward others and death,3
facebook_corpus_msr_466200,will metals rally for sometime now,1
facebook_corpus_msr_1945455,ram nath ji goenka must be feeling shame on his successors,3
facebook_corpus_msr_438540,really mr|jack|then plz reveal how much black money is destroyed|banks received around|percent of|notes back in accounts then where is the black money,1
facebook_corpus_msr_1922808,he should be allowed to travel in goods train carrying beasts|he is as worth as they are|that luxary is more than enough for him it|,2
facebook_corpus_msr_324334,not surprised|perhaps u did not hear d news of launching of cow ambulance service in up recently|no ambulance service for poor n needy but focus is on cow|ridiculous,3
facebook_corpus_msr_1775210,haha|so years no development|only loot|good you accept now,1
facebook_corpus_msr_326776,pak army intruded into indian terrirtory|killed indian soldiers|had some laugh cup of tea with biscuits|mutilated their bodies and went back to their barracks|now tell me while this all rubbish was happening what were indian border forces doing watching mia khalifa and sunny leone,3
facebook_corpus_msr_330895,heh turkey is the rd class pathetic country i know,2
facebook_corpus_msr_1723665,do not u think u r going too far u son of a b * * * *|nigam,3
facebook_corpus_msr_2127002,bjp won seats more than seats of|this is not win at all|seat win of siva sena is land mark win according to this toilet paper,3
facebook_corpus_msr_346512,� :heart_suit: python :heart_suit: bot :heart_suit: team :heart_suit: ♪ » tayyab laugh|tk « ♪ :heart_suit: ♡ o|bot owner :anger_symbol: tayyab khan :anger_symbol:,1
facebook_corpus_msr_327927,surgical strike by pakistan and we do surgical strike through media|long live modi diplomacy|save india,1
facebook_corpus_msr_1805717,no,1
facebook_corpus_msr_1731689,digesting cattle food,2
facebook_corpus_msr_1937577,mr|kunder correct your facts|prove it he is goon,1
facebook_corpus_msr_1956971,illiterates have started teaching to highest literacy rate people now|do u know ur literacy rate in world among muslims|it is just|percent|horrible|the lowest literacy rate among all religions,2
facebook_corpus_msr_503524,our hon ble governor is best but some one not,2
facebook_corpus_msr_451805,for maintenance bajaj will keep the bike and you have to get it from the workshop when u need it,1
facebook_corpus_msr_334891,sitaram yechury is an amiable person from the marxist lobby dominated by the hardcore ideologues|as a member of the upper house he contributed very constructively,2
facebook_corpus_msr_469423,you mean investment made with relations and friends of the above,1
facebook_corpus_msr_349977,we still support modi sarkaar rather than chor congress|modi sarkaar is much more better stronger than chor congress,3
facebook_corpus_msr_1723569,if it is to be banned|then it should be banned for all other religions as well,2
facebook_corpus_msr_425691,jio effect|its like modi jio and rest all,1
facebook_corpus_msr_1805361,you can not escape from the sin of promoting this useless fellow,3
facebook_corpus_msr_466288,ex pm spoke jst wt he has to speak as opposin member|other than ntng,1
facebook_corpus_msr_1804941,sanghi dose mila hai annaji ko fir se kyunki delhi me jo mcd election hai filhal|ab sab ko samajh gaye hai lokpal aur corruption crusader kitne paani me hai aur kis k saath hai,2
facebook_corpus_msr_470849,this is time invest in bank stock specially sbi icici,1
facebook_corpus_msr_399105,who care what she eat|even she eat poo we do not care,2
facebook_corpus_msr_1716154,if i live in the country where mob behaves like this and have licence to kill then i feel shame|by ur logic|taliban is also right who stone to death people,1
facebook_corpus_msr_1884032,time to laugh at death|have you tried it yet,1
facebook_corpus_msr_405067,time come to close jnu by government|why this type of institute is run by wasting our tax money|if jnu students have guts then please earn some money then pay your fees|why tax payer money wasted|shameful,3
facebook_corpus_msr_1943090,people died and indian express finds humour in it|rip journalism,2
facebook_corpus_msr_394476,lol indian army :dog_face: pig army ha world largest and time greater can not fight with pakistan :face_with_tears_of_joy: :face_with_tears_of_joy:,3
facebook_corpus_msr_431267,modi banded notes|so his next step should be to band congress party,2
facebook_corpus_msr_420674,transformational and reinventing sustainable india|also|rebuilding credibility of core hindu value of live and let live with mutual respect for all,1
facebook_corpus_msr_1525114,kashmiris also not against people of india but indian occupation,1
facebook_corpus_msr_495265,what does the word cost mean|does it take foreign debt into consideration|does it consider human wealth,2
facebook_corpus_msr_430523,cnbc tv knocks out competion on budget congrats,1
facebook_corpus_msr_2018497,fcuk off shikha sharma,3
facebook_corpus_msr_466226,mr|narang it s just the matter of time|i am not stupid enough to believe that govts works for the betterment of masses|you need to read thoroughly the prince by niccolo or the republic by plato|i am sure once this govt complete it s term in the office we will have bigger scams to quote|and that s what dr|manmohan singh is talking about,2
facebook_corpus_msr_1599828,hope car occupants are safe and unharmed,1
facebook_corpus_msr_469906,hello|what will be sun pharma in short term and long term,1
facebook_corpus_msr_382123,tit for tat in the same way|modi request u to plz do action asap,1
facebook_corpus_msr_2018673,for what reason|ifu,2
facebook_corpus_msr_329038,nothing new on it|indians only gossip|take action instead of spreading failures,2
facebook_corpus_msr_430440,it is remain to be seen how inc up uttarakhand manipur will attract first time highly tech savy voters towards the inc as spikes in the recent up poll pc points to the massive participation of this section in the poll|moreover|mann ki bate directly points to this section relentlesly :heavy_check_mark:,1
facebook_corpus_msr_452509,i want to upgrade from my cc to cc,1
facebook_corpus_msr_418425,tech mahindra down nd other it stock up like tcs infy wipro,1
facebook_corpus_msr_2287073,she is just doing a cheap publicity stunt|may be she wants to be in big boss,3
facebook_corpus_msr_456078,its like duke why they took so much time to launch it|just give a name changing some out look reduce price,1
facebook_corpus_msr_1805657,no respect for him now,1
facebook_corpus_msr_2081696,sehwag your comments made no sense at all|you should not have made the stupid comparison|there is a big difference cricketer and a martyr,2
facebook_corpus_msr_463813,i bought one plus just about two months ago|days back i dropped it and got the entire screen cracked|though it is working fine|but i am not able to repair it due to unavailability of service centre in jammu kashmir|it s frustrating,2
facebook_corpus_msr_326834,that s what happens when you can not discern between a military activity and an act of barbarism|remember the nli|bodies of whose soldiers you refused to acknowledge during kargil conflict|so|keep your knowledge to yourself and live in your own fantasy land,3
facebook_corpus_msr_331182,cows are definitely gonna vote for modi ji in|,2
facebook_corpus_msr_2111140,congress mukt bharat k saath saath tumlogo ka v safaya ho jayega|haram khoro|yrs me hindu ka converstion hua islam me|is par kya bologe|chutiya|party of india cpi,3
facebook_corpus_msr_1563620,why am i not surprised|another dictatorship begins to form,2
facebook_corpus_msr_494038,a true legend|simply unparalleled|kudos to the greatest philanthropist,1
facebook_corpus_msr_1689985,stupid survey :thumbs_down: :thumbs_down: :thumbs_down:,3
facebook_corpus_msr_1805469,anna hazard is a novice now|his voice has got no value,2
facebook_corpus_msr_503340,isro copied my face book technology as simple as that,1
facebook_corpus_msr_2280155,well kuwait is an american colony isnt it,1
facebook_corpus_msr_503001,this time your post is much more positive then previous one sir mukherjee laugh,1
facebook_corpus_msr_331419,we have enough support already|turkey is not our ally more like a traitor have come to solve kashmir issue lol,2
facebook_corpus_msr_2111302,i support his speech|rss is divider of country|they do not want to stay peace in india|communal,3
facebook_corpus_msr_1804925,perfect example of vridha asharam when people can just see and repeat words which they have heard in early morning indian media is using aana ji to take only wrong or negative comments either it s for bjp or aap|but would say poor performance,2
facebook_corpus_msr_409187,this would be the first time in the history of nobel prize that a bitch s name is being proposed along with humans,3
facebook_corpus_msr_2032100,do you have any doubt|why was he holding some many pistols and ammunition etc|if he is not when police rounded up why was he holding up and firing at police,2
facebook_corpus_msr_397437,of course nothing can be made in porikistan except training the militants|that was well known to chinkis they took advantage of it they r colonising in pokistan looting thier reserves through cpec,3
facebook_corpus_msr_325392,name any minister or mla mp whose son is working in army bsf crpf or has sacrificed their lives for the nation while serving at the border||name any minister or mla mp whose children are going to government schools||name any minister or mla mp whose family is treated in common government hospitals and not big private hospitals||name any minister or mla mp whose children do not own big luxurious cars homes millions of rupees||name any minister or mla mp whose family has not visited abroad on taxpayer ’ s money||name any minister or mla mp whose family do not stay in star hotels when they visit other states within the country||name any minister or mla mp whose family couldn ’ t get a railway or plane ticket even an hour before|there is a big such list|they can make us fool by saying all people are equal|but the reality is what we all know and experience,1
facebook_corpus_msr_2126947,bt massive win|seriously,2
facebook_corpus_msr_407765,now this idiot realises truth after being slave of a single family rule|who destroyed our nation all these years,3
facebook_corpus_msr_421068,hi anuj|can i have your view on balkrishan industries and sun pharma,1
facebook_corpus_msr_431157,mr|macchiwala i have spoken to muslims in gujrat and they were thankful to him because he saved their lives|i do not know where do you get this idea that modi is responsible for riots,2
facebook_corpus_msr_429353,sir you have open the doors of competition in the telecom market|good bless you,1
facebook_corpus_msr_328978,govt has to care of army more than rss|else it will be rss vs indian army,2
facebook_corpus_msr_408895,is actually kassab hanged and died natural death out of dengue|we have doubt and govt should release video evidence to prove that kassab was actually hanged,1
facebook_corpus_msr_233887,first of all finish these so called intellectual who are supporting anti national,1
facebook_corpus_msr_334503,please do not change|kujliwal is needed for bjp just like rahul gandi,1
facebook_corpus_msr_469411,it s already but program is still not aired,1
facebook_corpus_msr_327049,why linux is free and virus proof|why microsoft windows so expensive|why it is not virus proof|why all pc manufaturers prefer microsoft windows over linux,1
facebook_corpus_msr_403354,tow terrorst killd at bouder|indian army is a terrorst mob,2
facebook_corpus_msr_1723023,i have a question for you sir|can you please name the temple please also which kashmiri pandits are chanting bhajans,2
